id,Virulence_Gene,Locus_Tag,Note,Product,DB_Xref,Location
30,copS,STM1095,"Pathogenicity island encoded protein: SPI5; similar to E. coli putative 2-component sensor protein (AAC75034.1); Blastp hit to AAC75034.1 (452 aa), 54% identity in aa 1 - 449",two-component sensor histidine kinase,NP_447527.1,genome
29,cobS,STM2017,cobalamin [5'-phosphate] synthase. (SW:COBS_SALTY),adenosylcobinamide-GDP ribazoletransferase,NP_460962.1,genome
28,cls,SARI_RS05635,Derived by automated computational analysis using gene prediction method: Protein Homology.,cardiolipin synthase,WP_000206887.1,genome
27,clpP,STM0448,"heat shock protein F21.5; similar to E. coli ATP-dependent proteolytic subunit of clpA-clpP serine protease, heat shock protein F21.5 (AAC73540.1); Blastp hit to AAC73540.1 (207 aa), 99% identity in aa 1 - 207","ATP-dependent Clp endopeptidase, proteolytic subunit ClpP",NP_459444.1,genome
26,clpB,STM2660,"Hsp 100; part of novel multi-chaperone system with DnaK, DnaJ, and GrpE; similar to E. coli heat shock protein (AAC75641.1); Blastp hit to AAC75641.1 (857 aa), 96% identity in aa 1 - 857",ATP-dependent chaperone ClpB,NP_461591.1,genome
25,citC,STM0624,"similar to E. coli citrate lyase synthetase (citrate (pro-3S)-lyase ligase (AAC73719.1); Blastp hit to AAC73719.1 (381 aa), 86% identity in aa 30 - 380",[citrate (pro-3S)-lyase] ligase,NP_459616.1,genome
24,celF,STM1316,"similar to E. coli phospho-beta-glucosidase; cryptic (AAC74804.1); Blastp hit to AAC74804.1 (450 aa), 90% identity in aa 1 - 450",6-phospho-beta-glucosidase,NP_460282.1,genome
23,celA,STM1312,"similar to E. coli PEP-dependent phosphotransferase enzyme IV for cellobiose, arbutin, and salicin (AAC74808.1); Blastp hit to AAC74808.1 (106 aa), 96% identity in aa 1 - 106",PTS sugar transporter subunit IIB,NP_460278.1,genome
22,cdtB,STY_RS08895,Derived by automated computational analysis using gene prediction method: Protein Homology.,cytolethal distending toxin S-CDT,WP_001529135.1,genome
21,cbiA,STM2035,"cobyrinic acid A,C-diamide synthase. (SW:CBIA_SALTY)","cobyrinic acid a,c-diamide synthase",NP_460980.1,genome
20,carB,STM0067,carbamoyl-phosphate synthase large chain. (SW:CARB_SALTY),carbamoyl phosphate synthase large subunit,NP_459072.1,genome
19,carA,STM0066,carbamoyl-phosphate synthase small chain. (SW:CARA_SALTY),carbamoyl phosphate synthase small subunit,NP_459071.1,genome
18,cadB,STM2558,"similar to E. coli transport of lysine/cadaverine (AAC77093.1); Blastp hit to AAC77093.1 (444 aa), 90% identity in aa 1 - 440",lysine:cadaverine antiporter,NP_461493.1,genome
17,bglX,STM2166,periplasmic beta-glucosidase precursor. (SW:BGLX_SALTY),beta-glucosidase,NP_461111.1,genome
16,bcfG,STM0027,fimbrial chaperone (gi|4959517),fimbrial chaparone,NP_459032.1,genome
15,bcfF,STM0026,fimbrial subunit (gi|4959516),fimbrial protein,NP_459031.1,genome
14,bcfE,STM0025,fimbrial subunit (gi|4959515),fimbrial protein,NP_459030.1,genome
13,bcfD,STM0024,fimbrial subunit (gi|4959514),fimbrial protein,NP_459029.1,genome
12,bcfC,STM0023,bovine colonization factor BcfC (gi|4530570),outer membrane usher protein,NP_459028.1,genome
11,bcfB,STM0022,fimbrial chaperone (gi|4959512),fimbrial chaperone protein,NP_459027.1,genome
10,bcfA,STM0021,fimbrial subunit (gi|4959511),fimbrial protein,NP_459026.1,genome
9,barA,STM2958,"similar to E. coli sensor-regulator, activates OmpR by phophorylation (AAC75828.1); Blastp hit to AAC75828.1 (918 aa), 90% identity in aa 1 - 918",two-component sensor histidine kinase BarA,NP_461879.1,genome
8,avrA,STM2865,,putative inner membrane protein,NP_461786.1,genome
7,atpA,STM3867,"similar to E. coli membrane-bound ATP synthase, F1 sector, alpha-subunit (AAC76757.1); Blastp hit to AAC76757.1 (513 aa), 98% identity in aa 1 - 513",F0F1 ATP synthase subunit alpha,NP_462766.1,genome
6,assT,STY_RS15910,Derived by automated computational analysis using gene prediction method: Protein Homology.,aryl-sulfate sulfotransferase,WP_000460261.1,genome
5,asd,STM3539,aspartate-semialdehyde dehydrogenase. (SW:DHAS_SALTY),aspartate-semialdehyde dehydrogenase,NP_462440.1,genome
4,aroD,STM1358,"similar to E. coli 3-dehydroquinate dehydratase (AAC74763.1); Blastp hit to AAC74763.1 (252 aa), 80% identity in aa 1 - 252",3-dehydroquinate dehydratase,NP_460324.1,genome
3,aroC,STM2384,"similar to E. coli chorismate synthase (AAC75389.1); Blastp hit to AAC75389.1 (361 aa), 95% identity in aa 1 - 361",chorismate synthase,NP_461326.1,genome
2,aroA,STM0978,3-phosphoshikimate 1-carboxyvinyltransferase. (SW:AROA_SALTY),3-phosphoshikimate 1-carboxyvinyltransferase,NP_459953.1,genome
1,allD,STM0528,"similar to E. coli putative malate dehydrogenase (AAC73619.1); Blastp hit to AAC73619.1 (349 aa), 86% identity in aa 1 - 349",ureidoglycolate dehydrogenase,NP_459523.1,genome
